participant_id,level_name,game_id,trial_id,recap,accuracy
669ea0cb40e7d,level_A,350,15,I lost points in this round because I changed my guess based on the AI's estimate.,1
669ea0cb40e7d,level_A,346,16,The AI's estimate did not change my guess in this round.,3
669ea0cb40e7d,level_A,340,17,The AI's estimate did not change my guess in this round.,3
669ea0cb40e7d,level_A,355,18,The AI's estimate did not change my guess in this round.,3
669ea0cb40e7d,level_A,339,19,The AI's estimate did not change my guess in this round.,3
669ea0cb40e7d,level_A,352,20,The AI's estimate did not change my guess in this round.,3
669ea0cb40e7d,level_A,342,21,The AI's estimate did not change my guess in this round.,3
669ea0cb40e7d,level_A,336,22,The AI's estimate did not change my guess in this round.,3
669ea0cb40e7d,level_A,345,23,The AI's estimate did not change my guess in this round.,1
669ea0cb40e7d,level_A,356,24,I won points in this round because I changed my guess based on the AI's estimate.,3
669ea0cb40e7d,level_A,354,25,The AI's estimate did not change my guess in this round.,3
669ea0cb40e7d,level_A,341,26,I won points in this round because I changed my guess based on the AI's estimate.,3
669ea10c3d911,level_A,-2,0,The AI's estimate did not change my guess in this round.,4
669ea10c3d911,level_A,-3,1,The AI's estimate did not change my guess in this round.,3
669ea10c3d911,level_A,172,2,The AI's estimate did not change my guess in this round.,3
669ea10c3d911,level_A,180,3,I won points in this round because I changed my guess based on the AI's estimate.,3
669ea10c3d911,level_A,185,4,I won points in this round because I changed my guess based on the AI's estimate.,3
669ea10c3d911,level_A,184,5,I won points in this round because I changed my guess based on the AI's estimate.,3
669ea10c3d911,level_A,182,6,I lost points in this round because I changed my guess based on the AI's estimate.,0
669ea10c3d911,level_A,170,7,I lost points in this round because I changed my guess based on the AI's estimate.,1
669ea10c3d911,level_A,178,8,I lost points in this round because I changed my guess based on the AI's estimate.,1
669ea10c3d911,level_A,177,9,The AI's estimate did not change my guess in this round.,2
669ea10c3d911,level_A,188,10,I lost points in this round because I changed my guess based on the AI's estimate.,0
669ea10c3d911,level_A,191,11,The AI's estimate did not change my guess in this round.,2
669ea10c3d911,level_A,168,12,I won points in this round because I changed my guess based on the AI's estimate.,3
669ea10c3d911,level_A,186,13,I won points in this round because I changed my guess based on the AI's estimate.,3
669ea10c3d911,level_A,-1,14,I won points in this round because I changed my guess based on the AI's estimate.,3
669ea10c3d911,level_A,169,15,The AI's estimate did not change my guess in this round.,3
669ea10c3d911,level_A,183,16,I lost points in this round because I changed my guess based on the AI's estimate.,1
669ea10c3d911,level_A,187,17,I won points in this round because I changed my guess based on the AI's estimate.,3
669ea10c3d911,level_A,181,18,I won points in this round because I changed my guess based on the AI's estimate.,3
669ea10c3d911,level_A,174,19,The AI's estimate did not change my guess in this round.,2
669ea10c3d911,level_A,171,20,I lost points in this round because I changed my guess based on the AI's estimate.,1
669ea10c3d911,level_A,176,21,The AI's estimate did not change my guess in this round.,2
669ea10c3d911,level_A,179,22,I won points in this round because I changed my guess based on the AI's estimate.,2
669ea10c3d911,level_A,189,23,I won points in this round because I changed my guess based on the AI's estimate.,3
669ea10c3d911,level_A,175,24,I lost points in this round because I changed my guess based on the AI's estimate.,1
669ea10c3d911,level_A,190,25,I won points in this round because I changed my guess based on the AI's estimate.,3
669ea10c3d911,level_A,173,26,I lost points in this round because I changed my guess based on the AI's estimate.,1
669ea1397d962,level_A,-2,0,The AI's estimate did not change my guess in this round.,4
669ea1397d962,level_A,-3,1,The AI's estimate did not change my guess in this round.,4
669ea1397d962,level_A,118,2,The AI's estimate did not change my guess in this round.,4
669ea1397d962,level_A,108,3,I lost points in this round because I changed my guess based on the AI's estimate.,3
669ea1397d962,level_A,97,4,The AI's estimate did not change my guess in this round.,4
669ea1397d962,level_A,98,5,The AI's estimate did not change my guess in this round.,1
669ea1397d962,level_A,107,6,The AI's estimate did not change my guess in this round.,3
669ea1397d962,level_A,112,7,The AI's estimate did not change my guess in this round.,3
669ea1397d962,level_A,111,8,The AI's estimate did not change my guess in this round.,3
669ea1397d962,level_A,102,9,I lost points in this round because I changed my guess based on the AI's estimate.,4
669ea1397d962,level_A,117,10,The AI's estimate did not change my guess in this round.,0
669ea1397d962,level_A,116,11,The AI's estimate did not change my guess in this round.,3
669ea1397d962,level_A,103,12,I lost points in this round because I changed my guess based on the AI's estimate.,3
669ea1397d962,level_A,114,13,The AI's estimate did not change my guess in this round.,3
669ea1397d962,level_A,-1,14,The AI's estimate did not change my guess in this round.,4
669ea1397d962,level_A,106,15,The AI's estimate did not change my guess in this round.,3
669ea1397d962,level_A,115,16,The AI's estimate did not change my guess in this round.,2
669ea1397d962,level_A,109,17,I won points in this round because I changed my guess based on the AI's estimate.,3
669ea1397d962,level_A,96,18,The AI's estimate did not change my guess in this round.,4
669ea1397d962,level_A,110,19,The AI's estimate did not change my guess in this round.,1
669ea1397d962,level_A,104,20,The AI's estimate did not change my guess in this round.,3
669ea1397d962,level_A,99,21,I lost points in this round because I changed my guess based on the AI's estimate.,1
669ea1397d962,level_A,101,22,The AI's estimate did not change my guess in this round.,2
669ea1397d962,level_A,113,23,The AI's estimate did not change my guess in this round.,1
669ea1397d962,level_A,105,24,The AI's estimate did not change my guess in this round.,3
669ea1397d962,level_A,100,25,The AI's estimate did not change my guess in this round.,3
669ea1397d962,level_A,119,26,The AI's estimate did not change my guess in this round.,3
669ea181eba61,level_A,-2,0,The AI's estimate did not change my guess in this round.,4
669ea181eba61,level_A,-3,1,The AI's estimate did not change my guess in this round.,3
669ea181eba61,level_A,328,2,The AI's estimate did not change my guess in this round.,3
669ea181eba61,level_A,312,3,The AI's estimate did not change my guess in this round.,1
669ea181eba61,level_A,317,4,The AI's estimate did not change my guess in this round.,1
669ea181eba61,level_A,333,5,The AI's estimate did not change my guess in this round.,2
669ea181eba61,level_A,323,6,The AI's estimate did not change my guess in this round.,2
669ea181eba61,level_A,334,7,The AI's estimate did not change my guess in this round.,2
669ea181eba61,level_A,315,8,The AI's estimate did not change my guess in this round.,1
669ea181eba61,level_A,318,9,The AI's estimate did not change my guess in this round.,1
669ea181eba61,level_A,320,10,The AI's estimate did not change my guess in this round.,2
669ea181eba61,level_A,325,11,The AI's estimate did not change my guess in this round.,2
669ea181eba61,level_A,331,12,The AI's estimate did not change my guess in this round.,2
669ea181eba61,level_A,322,13,The AI's estimate did not change my guess in this round.,1
669ea181eba61,level_A,-1,14,The AI's estimate did not change my guess in this round.,3
669ea181eba61,level_A,319,15,The AI's estimate did not change my guess in this round.,2
669ea181eba61,level_A,332,16,The AI's estimate did not change my guess in this round.,2
669ea181eba61,level_A,316,17,The AI's estimate did not change my guess in this round.,2
669ea181eba61,level_A,314,18,The AI's estimate did not change my guess in this round.,0
669ea181eba61,level_A,326,19,The AI's estimate did not change my guess in this round.,2
669ea181eba61,level_A,329,20,The AI's estimate did not change my guess in this round.,1
669ea181eba61,level_A,335,21,The AI's estimate did not change my guess in this round.,2
669ea181eba61,level_A,330,22,The AI's estimate did not change my guess in this round.,2
669ea181eba61,level_A,327,23,The AI's estimate did not change my guess in this round.,2
669ea181eba61,level_A,321,24,The AI's estimate did not change my guess in this round.,2
669ea181eba61,level_A,324,25,The AI's estimate did not change my guess in this round.,2
669ea181eba61,level_A,313,26,The AI's estimate did not change my guess in this round.,2
669ea18f9de24,level_B,-2,0,The AI's estimate did not change my guess in this round.,4
669ea18f9de24,level_B,-3,1,The AI's estimate did not change my guess in this round.,3
669ea18f9de24,level_B,45,2,The AI's estimate did not change my guess in this round.,3
669ea18f9de24,level_B,41,3,The AI's estimate did not change my guess in this round.,3
669ea18f9de24,level_B,39,4,The AI's estimate did not change my guess in this round.,3
669ea18f9de24,level_B,30,5,The AI's estimate did not change my guess in this round.,3
669ea18f9de24,level_B,38,6,The AI's estimate did not change my guess in this round.,3
669ea18f9de24,level_B,46,7,The AI's estimate did not change my guess in this round.,3
669ea18f9de24,level_B,27,8,The AI's estimate did not change my guess in this round.,3
669ea18f9de24,level_B,26,9,The AI's estimate did not change my guess in this round.,3
669ea18f9de24,level_B,36,10,The AI's estimate did not change my guess in this round.,3
669ea18f9de24,level_B,32,11,I won points in this round because I changed my guess based on the AI's estimate.,3
669ea18f9de24,level_B,24,12,The AI's estimate did not change my guess in this round.,3
669ea18f9de24,level_B,37,13,I won points in this round because I changed my guess based on the AI's estimate.,3
669ea18f9de24,level_B,-1,14,The AI's estimate did not change my guess in this round.,3
669ea18f9de24,level_B,33,15,The AI's estimate did not change my guess in this round.,3
669ea18f9de24,level_B,31,16,The AI's estimate did not change my guess in this round.,3
669ea18f9de24,level_B,44,17,The AI's estimate did not change my guess in this round.,3
669ea18f9de24,level_B,47,18,The AI's estimate did not change my guess in this round.,3
669ea18f9de24,level_B,40,19,The AI's estimate did not change my guess in this round.,3
669ea18f9de24,level_B,25,20,The AI's estimate did not change my guess in this round.,3
669ea18f9de24,level_B,43,21,The AI's estimate did not change my guess in this round.,3
669ea18f9de24,level_B,35,22,The AI's estimate did not change my guess in this round.,3
669ea18f9de24,level_B,28,23,The AI's estimate did not change my guess in this round.,3
669ea18f9de24,level_B,34,24,I won points in this round because I changed my guess based on the AI's estimate.,3
669ea18f9de24,level_B,42,25,The AI's estimate did not change my guess in this round.,3
669ea18f9de24,level_B,29,26,The AI's estimate did not change my guess in this round.,3
669ea1a7d5e2b,level_A,-2,0,The AI's estimate did not change my guess in this round.,4
669ea1a7d5e2b,level_A,-3,1,The AI's estimate did not change my guess in this round.,1
669ea1a7d5e2b,level_A,451,2,The AI's estimate did not change my guess in this round.,2
669ea1a7d5e2b,level_A,455,3,The AI's estimate did not change my guess in this round.,1
669ea1a7d5e2b,level_A,442,4,The AI's estimate did not change my guess in this round.,1
669ea1a7d5e2b,level_A,453,5,The AI's estimate did not change my guess in this round.,0
669ea1a7d5e2b,level_A,440,6,The AI's estimate did not change my guess in this round.,2
669ea1a7d5e2b,level_A,437,7,The AI's estimate did not change my guess in this round.,0
669ea1a7d5e2b,level_A,452,8,The AI's estimate did not change my guess in this round.,1
669ea1a7d5e2b,level_A,445,9,The AI's estimate did not change my guess in this round.,1
669ea1a7d5e2b,level_A,435,10,I won points in this round because I changed my guess based on the AI's estimate.,3
669ea1a7d5e2b,level_A,433,11,I won points in this round because I changed my guess based on the AI's estimate.,3
669ea1a7d5e2b,level_A,449,12,The AI's estimate did not change my guess in this round.,2
669ea1a7d5e2b,level_A,432,13,The AI's estimate did not change my guess in this round.,2
669ea1a7d5e2b,level_A,-1,14,The AI's estimate did not change my guess in this round.,4
669ea1a7d5e2b,level_A,441,15,The AI's estimate did not change my guess in this round.,1
669ea1a7d5e2b,level_A,444,16,The AI's estimate did not change my guess in this round.,3
669ea1a7d5e2b,level_A,443,17,The AI's estimate did not change my guess in this round.,3
669ea1a7d5e2b,level_A,447,18,The AI's estimate did not change my guess in this round.,2
669ea1a7d5e2b,level_A,446,19,I won points in this round because I changed my guess based on the AI's estimate.,3
669ea1a7d5e2b,level_A,450,20,I lost points in this round because I changed my guess based on the AI's estimate.,1
669ea1a7d5e2b,level_A,438,21,The AI's estimate did not change my guess in this round.,2
669ea1a7d5e2b,level_A,454,22,The AI's estimate did not change my guess in this round.,2
669ea1a7d5e2b,level_A,448,23,I lost points in this round because I changed my guess based on the AI's estimate.,1
669ea1a7d5e2b,level_A,436,24,The AI's estimate did not change my guess in this round.,3
669ea1a7d5e2b,level_A,439,25,I won points in this round because I changed my guess based on the AI's estimate.,3
669ea1a7d5e2b,level_A,434,26,The AI's estimate did not change my guess in this round.,3
669ea1d6c3f84,level_A,-2,0,The AI's estimate did not change my guess in this round.,4
669ea1d6c3f84,level_A,-3,1,The AI's estimate did not change my guess in this round.,1
669ea1d6c3f84,level_A,408,2,The AI's estimate did not change my guess in this round.,4
669ea1d6c3f84,level_A,412,3,The AI's estimate did not change my guess in this round.,3
669ea1d6c3f84,level_A,415,4,I lost points in this round because I changed my guess based on the AI's estimate.,1
669ea1d6c3f84,level_A,423,5,The AI's estimate did not change my guess in this round.,3
669ea1d6c3f84,level_A,414,6,The AI's estimate did not change my guess in this round.,3
669ea1d6c3f84,level_A,413,7,The AI's estimate did not change my guess in this round.,3
669ea1d6c3f84,level_A,417,8,The AI's estimate did not change my guess in this round.,1
669ea1d6c3f84,level_A,419,9,The AI's estimate did not change my guess in this round.,3
669ea1d6c3f84,level_A,416,10,The AI's estimate did not change my guess in this round.,1
669ea1d6c3f84,level_A,418,11,The AI's estimate did not change my guess in this round.,1
669ea1d6c3f84,level_A,420,12,The AI's estimate did not change my guess in this round.,3
669ea1d6c3f84,level_A,431,13,The AI's estimate did not change my guess in this round.,3
669ea1d6c3f84,level_A,-1,14,The AI's estimate did not change my guess in this round.,4
669ea1d6c3f84,level_A,409,15,I won points in this round because I changed my guess based on the AI's estimate.,4
669ea1d6c3f84,level_A,425,16,I won points in this round because I changed my guess based on the AI's estimate.,4
669ea1d6c3f84,level_A,424,17,The AI's estimate did not change my guess in this round.,3
669ea1d6c3f84,level_A,421,18,The AI's estimate did not change my guess in this round.,0
669ea1d6c3f84,level_A,422,19,The AI's estimate did not change my guess in this round.,0
669ea1d6c3f84,level_A,429,20,The AI's estimate did not change my guess in this round.,3
669ea1d6c3f84,level_A,428,21,The AI's estimate did not change my guess in this round.,4
669ea1d6c3f84,level_A,426,22,The AI's estimate did not change my guess in this round.,4
669ea1d6c3f84,level_A,427,23,The AI's estimate did not change my guess in this round.,3
669ea1d6c3f84,level_A,410,24,The AI's estimate did not change my guess in this round.,3
669ea1d6c3f84,level_A,411,25,The AI's estimate did not change my guess in this round.,0
669ea1d6c3f84,level_A,430,26,I won points in this round because I changed my guess based on the AI's estimate.,4
669ea1df424c2,level_A,-2,0,The AI's estimate did not change my guess in this round.,4
669ea1df424c2,level_A,-3,1,The AI's estimate did not change my guess in this round.,1
669ea1df424c2,level_A,155,2,I won points in this round because I changed my guess based on the AI's estimate.,3
669ea1df424c2,level_A,163,3,I won points in this round because I changed my guess based on the AI's estimate.,4
669ea1df424c2,level_A,151,4,The AI's estimate did not change my guess in this round.,1
669ea1df424c2,level_A,154,5,I won points in this round because I changed my guess based on the AI's estimate.,1
669ea1df424c2,level_A,160,6,The AI's estimate did not change my guess in this round.,3
669ea1df424c2,level_A,148,7,The AI's estimate did not change my guess in this round.,3
669ea1df424c2,level_A,166,8,The AI's estimate did not change my guess in this round.,1
669ea1df424c2,level_A,146,9,The AI's estimate did not change my guess in this round.,0
669ea1df424c2,level_A,164,10,The AI's estimate did not change my guess in this round.,1
669ea1df424c2,level_A,156,11,The AI's estimate did not change my guess in this round.,3
669ea1df424c2,level_A,167,12,The AI's estimate did not change my guess in this round.,3
669ea1df424c2,level_A,157,13,The AI's estimate did not change my guess in this round.,3
669ea1df424c2,level_A,-1,14,The AI's estimate did not change my guess in this round.,4
669ea1df424c2,level_A,153,15,The AI's estimate did not change my guess in this round.,2
669ea1df424c2,level_A,152,16,The AI's estimate did not change my guess in this round.,3
669ea1df424c2,level_A,144,17,The AI's estimate did not change my guess in this round.,1
669ea1df424c2,level_A,161,18,The AI's estimate did not change my guess in this round.,3
669ea1df424c2,level_A,147,19,The AI's estimate did not change my guess in this round.,1
669ea1df424c2,level_A,159,20,The AI's estimate did not change my guess in this round.,3
669ea1df424c2,level_A,158,21,The AI's estimate did not change my guess in this round.,1
669ea1df424c2,level_A,162,22,The AI's estimate did not change my guess in this round.,3
669ea1df424c2,level_A,165,23,The AI's estimate did not change my guess in this round.,3
669ea1df424c2,level_A,150,24,The AI's estimate did not change my guess in this round.,3
669ea1df424c2,level_A,149,25,The AI's estimate did not change my guess in this round.,1
669ea1df424c2,level_A,145,26,The AI's estimate did not change my guess in this round.,1
669ea20a8085d,level_A,-2,0,The AI's estimate did not change my guess in this round.,3
669ea20a8085d,level_A,-3,1,The AI's estimate did not change my guess in this round.,1
669ea20a8085d,level_A,227,2,I lost points in this round because I changed my guess based on the AI's estimate.,0
669ea20a8085d,level_A,218,3,The AI's estimate did not change my guess in this round.,0
669ea20a8085d,level_A,234,4,I lost points in this round because I changed my guess based on the AI's estimate.,1
669ea20a8085d,level_A,235,5,The AI's estimate did not change my guess in this round.,1
669ea20a8085d,level_A,220,6,The AI's estimate did not change my guess in this round.,1
669ea20a8085d,level_A,224,7,The AI's estimate did not change my guess in this round.,1
669ea20a8085d,level_A,239,8,The AI's estimate did not change my guess in this round.,1
669ea20a8085d,level_A,229,9,The AI's estimate did not change my guess in this round.,1
669ea20a8085d,level_A,225,10,I lost points in this round because I changed my guess based on the AI's estimate.,1
669ea20a8085d,level_A,228,11,The AI's estimate did not change my guess in this round.,1
669ea20a8085d,level_A,221,12,The AI's estimate did not change my guess in this round.,3
669ea20a8085d,level_A,233,13,The AI's estimate did not change my guess in this round.,1
669ea20a8085d,level_A,-1,14,The AI's estimate did not change my guess in this round.,3
669ea20a8085d,level_A,222,15,The AI's estimate did not change my guess in this round.,3
669ea20a8085d,level_A,232,16,The AI's estimate did not change my guess in this round.,3
669ea20a8085d,level_A,226,17,The AI's estimate did not change my guess in this round.,3
669ea20a8085d,level_A,231,18,The AI's estimate did not change my guess in this round.,3
669ea20a8085d,level_A,238,19,The AI's estimate did not change my guess in this round.,1
669ea20a8085d,level_A,219,20,I lost points in this round because I changed my guess based on the AI's estimate.,1
669ea20a8085d,level_A,237,21,The AI's estimate did not change my guess in this round.,1
669ea20a8085d,level_A,236,22,The AI's estimate did not change my guess in this round.,3
669ea20a8085d,level_A,216,23,The AI's estimate did not change my guess in this round.,1
669ea20a8085d,level_A,223,24,The AI's estimate did not change my guess in this round.,1
669ea20a8085d,level_A,230,25,The AI's estimate did not change my guess in this round.,1
669ea20a8085d,level_A,217,26,The AI's estimate did not change my guess in this round.,1
669ea21750af3,level_A,-2,0,The AI's estimate did not change my guess in this round.,3
669ea21750af3,level_A,-3,1,The AI's estimate did not change my guess in this round.,2
669ea21750af3,level_A,297,2,The AI's estimate did not change my guess in this round.,2
669ea21750af3,level_A,304,3,The AI's estimate did not change my guess in this round.,2
669ea21750af3,level_A,289,4,The AI's estimate did not change my guess in this round.,2
669ea21750af3,level_A,300,5,The AI's estimate did not change my guess in this round.,2
669ea21750af3,level_A,308,6,The AI's estimate did not change my guess in this round.,2
669ea21750af3,level_A,310,7,The AI's estimate did not change my guess in this round.,2
669ea21750af3,level_A,288,8,The AI's estimate did not change my guess in this round.,2
669ea21750af3,level_A,303,9,The AI's estimate did not change my guess in this round.,2
